Date,Region,Malades
2020-08-02,Saint Louis,81
2020-08-04,Saint Louis,83
2020-08-05,Saint Louis,89
2020-08-07,Saint Louis,103
2020-08-09,Saint Louis,116
2020-08-10,Saint Louis,119
2020-08-11,Saint Louis,123
2020-08-12,Saint Louis,139
2020-08-14,Saint Louis,154
2020-08-16,Saint Louis,163
2020-08-17,Saint Louis,177
2020-08-18,Saint Louis,177
2020-08-19,Saint Louis,183
2020-08-20,Saint Louis,191
2020-08-21,Saint Louis,194
2020-08-22,Saint Louis,202
2020-08-23,Saint Louis,208
2020-08-24,Saint Louis,211
2020-08-25,Saint Louis,213
2020-08-26,Saint Louis,220
2020-08-27,Saint Louis,222
2020-08-28,Saint Louis,225
2020-08-30,Saint Louis,239
2020-08-31,Saint Louis,240
2020-09-01,Saint Louis,248
2020-09-02,Saint Louis,251
2020-09-03,Saint Louis,251
2020-09-04,Saint Louis,252
2020-09-05,Saint Louis,256
2020-09-06,Saint Louis,256
2020-09-07,Saint Louis,258
2020-09-08,Saint Louis,259
2020-09-09,Saint Louis,261
2020-09-10,Saint Louis,262
2020-09-11,Saint Louis,264
2020-09-12,Saint Louis,264
2020-09-13,Saint Louis,265
2020-09-14,Saint Louis,267
2020-09-15,Saint Louis,268
2020-09-16,Saint Louis,268
2020-09-17,Saint Louis,270
2020-09-18,Saint Louis,273
2020-09-19,Saint Louis,276
2020-09-20,Saint Louis,278
2020-09-21,Saint Louis,280
2020-09-22,Saint Louis,280
2020-09-23,Saint Louis,281
2020-09-24,Saint Louis,284
2020-09-27,Saint Louis,286
2020-09-28,Saint Louis,286
2020-09-29,Saint Louis,286
2020-09-30,Saint Louis,287
2020-10-01,Saint Louis,291
2020-10-02,Saint Louis,291
2020-10-04,Saint Louis,292
2020-10-07,Saint Louis,295
2020-10-08,Saint Louis,295
2020-10-11,Saint Louis,297
2020-10-12,Saint Louis,297
2020-10-14,Saint Louis,297
2020-10-16,Saint Louis,297
2020-10-17,Saint Louis,297
2020-10-19,Saint Louis,297
2020-10-20,Saint Louis,298
2020-03-29,Sedhiou,0
2020-03-31,Sedhiou,0
2020-04-01,Sedhiou,0
2020-04-02,Sedhiou,0
2020-04-03,Sedhiou,0
2020-04-04,Sedhiou,0
2020-04-05,Sedhiou,0
2020-04-06,Sedhiou,0
2020-04-07,Sedhiou,0
2020-04-08,Sedhiou,0
2020-04-09,Sedhiou,0
2020-04-10,Sedhiou,0
2020-04-14,Sedhiou,0
2020-04-15,Sedhiou,0
2020-04-16,Sedhiou,0
2020-04-17,Sedhiou,0
2020-04-18,Sedhiou,0
2020-04-19,Sedhiou,0
2020-04-20,Sedhiou,0
2020-04-21,Sedhiou,0
2020-04-22,Sedhiou,0
2020-04-23,Sedhiou,0
2020-04-24,Sedhiou,0
2020-04-25,Sedhiou,0
2020-04-26,Sedhiou,0
2020-04-27,Sedhiou,1
2020-04-28,Sedhiou,26
2020-04-29,Sedhiou,26
2020-04-30,Sedhiou,35
2020-05-01,Sedhiou,58
2020-05-02,Sedhiou,60
2020-05-03,Sedhiou,60
2020-05-04,Sedhiou,68
2020-05-05,Sedhiou,68
2020-05-06,Sedhiou,76
2020-05-07,Sedhiou,76
2020-05-08,Sedhiou,79
2020-05-09,Sedhiou,84
2020-05-10,Sedhiou,84
2020-05-11,Sedhiou,88
2020-05-12,Sedhiou,88
2020-05-13,Sedhiou,90
2020-05-14,Sedhiou,90
2020-05-15,Sedhiou,96
2020-05-16,Sedhiou,96
2020-05-17,Sedhiou,96
2020-05-18,Sedhiou,96
2020-05-19,Sedhiou,96
2020-05-20,Sedhiou,98
2020-05-21,Sedhiou,104
2020-05-22,Sedhiou,104
2020-05-23,Sedhiou,104
2020-05-24,Sedhiou,104
2020-05-25,Sedhiou,104
2020-05-26,Sedhiou,104
2020-05-27,Sedhiou,104
2020-05-28,Sedhiou,104
2020-05-29,Sedhiou,104
2020-05-30,Sedhiou,104
2020-05-31,Sedhiou,104
2020-06-01,Sedhiou,104
2020-06-02,Sedhiou,104
2020-06-03,Sedhiou,104
2020-06-04,Sedhiou,104
2020-06-05,Sedhiou,110
2020-06-07,Sedhiou,116
2020-06-08,Sedhiou,116
2020-06-09,Sedhiou,116
2020-06-10,Sedhiou,117
2020-06-11,Sedhiou,117
2020-06-12,Sedhiou,117
2020-06-14,Sedhiou,118
2020-06-15,Sedhiou,118
2020-06-16,Sedhiou,118
2020-06-17,Sedhiou,118
2020-06-18,Sedhiou,118
2020-06-19,Sedhiou,118
2020-06-20,Sedhiou,118
2020-06-21,Sedhiou,118
2020-06-22,Sedhiou,118
2020-06-23,Sedhiou,118
2020-06-24,Sedhiou,118
2020-06-25,Sedhiou,118
2020-06-26,Sedhiou,118
2020-06-27,Sedhiou,118
2020-06-28,Sedhiou,118
2020-06-29,Sedhiou,118
2020-06-30,Sedhiou,118
2020-07-01,Sedhiou,118
2020-07-02,Sedhiou,118
2020-07-03,Sedhiou,118
2020-07-04,Sedhiou,118
2020-07-05,Sedhiou,118
2020-07-06,Sedhiou,118
2020-07-07,Sedhiou,118
2020-07-08,Sedhiou,118
2020-07-09,Sedhiou,118
2020-07-10,Sedhiou,118
2020-07-11,Sedhiou,118
2020-07-12,Sedhiou,118
2020-07-13,Sedhiou,118
2020-07-14,Sedhiou,118
2020-07-15,Sedhiou,118
2020-07-16,Sedhiou,118
2020-07-17,Sedhiou,118
2020-07-20,Sedhiou,118
2020-07-21,Sedhiou,118
2020-07-22,Sedhiou,118
2020-07-23,Sedhiou,118
2020-07-24,Sedhiou,118
2020-07-25,Sedhiou,120
2020-07-26,Sedhiou,120
2020-07-28,Sedhiou,120
2020-07-29,Sedhiou,121
2020-07-30,Sedhiou,121
2020-08-02,Sedhiou,122
2020-08-04,Sedhiou,122
2020-08-05,Sedhiou,122
2020-08-07,Sedhiou,122
2020-08-09,Sedhiou,122
2020-08-10,Sedhiou,127
2020-08-11,Sedhiou,127
2020-08-12,Sedhiou,129
2020-08-14,Sedhiou,131
2020-08-16,Sedhiou,132
2020-08-17,Sedhiou,135
2020-08-18,Sedhiou,136
2020-08-19,Sedhiou,136
2020-08-20,Sedhiou,136
2020-08-21,Sedhiou,140
2020-08-22,Sedhiou,142
2020-08-23,Sedhiou,142
2020-08-24,Sedhiou,143
2020-08-25,Sedhiou,143
2020-08-26,Sedhiou,144
2020-08-27,Sedhiou,144
2020-08-28,Sedhiou,144
2020-08-30,Sedhiou,144
2020-08-31,Sedhiou,144
2020-09-01,Sedhiou,144
2020-09-02,Sedhiou,144
2020-09-03,Sedhiou,146
2020-09-04,Sedhiou,149
2020-09-05,Sedhiou,149
2020-09-06,Sedhiou,149
2020-09-07,Sedhiou,149
2020-09-08,Sedhiou,150
2020-09-09,Sedhiou,150
2020-09-10,Sedhiou,150
2020-09-11,Sedhiou,150
2020-09-12,Sedhiou,150
2020-09-13,Sedhiou,150
2020-09-14,Sedhiou,150
2020-09-15,Sedhiou,150
2020-09-16,Sedhiou,150
2020-09-17,Sedhiou,150
2020-09-18,Sedhiou,150
2020-09-19,Sedhiou,150
2020-09-20,Sedhiou,151
2020-09-21,Sedhiou,151
2020-09-22,Sedhiou,151
2020-09-23,Sedhiou,151
2020-09-24,Sedhiou,151
2020-09-27,Sedhiou,151
2020-09-28,Sedhiou,151
2020-09-29,Sedhiou,151
2020-09-30,Sedhiou,151
2020-10-01,Sedhiou,151
2020-10-02,Sedhiou,151
2020-10-04,Sedhiou,151
2020-10-07,Sedhiou,151
2020-10-08,Sedhiou,151
2020-10-11,Sedhiou,151
2020-10-12,Sedhiou,151
2020-10-14,Sedhiou,151
2020-10-16,Sedhiou,151
2020-10-17,Sedhiou,151
2020-10-19,Sedhiou,151
2020-10-20,Sedhiou,151
2020-03-29,Tambacounda,0
2020-03-31,Tambacounda,0
2020-04-01,Tambacounda,0
2020-04-02,Tambacounda,0
2020-04-03,Tambacounda,1
2020-04-04,Tambacounda,1
2020-04-05,Tambacounda,1
2020-04-06,Tambacounda,1
2020-04-07,Tambacounda,1
2020-04-08,Tambacounda,1
2020-04-09,Tambacounda,1
2020-04-10,Tambacounda,7
2020-04-14,Tambacounda,8
2020-04-15,Tambacounda,9
2020-04-16,Tambacounda,21
2020-04-17,Tambacounda,21
2020-04-18,Tambacounda,21
2020-04-19,Tambacounda,24
2020-04-20,Tambacounda,24
2020-04-21,Tambacounda,30
2020-04-22,Tambacounda,36
2020-04-23,Tambacounda,38
2020-04-24,Tambacounda,54
2020-04-25,Tambacounda,56
2020-04-26,Tambacounda,58
2020-04-27,Tambacounda,58
2020-04-28,Tambacounda,59
2020-04-29,Tambacounda,59
2020-04-30,Tambacounda,63
2020-05-01,Tambacounda,63
2020-05-02,Tambacounda,63
2020-05-03,Tambacounda,64
2020-05-04,Tambacounda,64
2020-05-05,Tambacounda,64
2020-05-06,Tambacounda,65
2020-05-07,Tambacounda,65
2020-05-08,Tambacounda,64
2020-05-09,Tambacounda,64
2020-05-10,Tambacounda,64
2020-05-11,Tambacounda,69
2020-05-12,Tambacounda,69
2020-05-13,Tambacounda,76
2020-05-14,Tambacounda,76
2020-05-15,Tambacounda,81
2020-05-16,Tambacounda,81
2020-05-17,Tambacounda,81
2020-05-18,Tambacounda,85
2020-05-19,Tambacounda,85
2020-05-20,Tambacounda,85
2020-05-21,Tambacounda,85
2020-05-22,Tambacounda,85
2020-05-23,Tambacounda,85
2020-05-24,Tambacounda,85
2020-05-25,Tambacounda,85
2020-05-26,Tambacounda,85
2020-05-27,Tambacounda,85
2020-05-28,Tambacounda,85
2020-05-29,Tambacounda,85
2020-05-30,Tambacounda,85
2020-05-31,Tambacounda,85
2020-06-01,Tambacounda,85
2020-06-02,Tambacounda,85
2020-06-03,Tambacounda,85
2020-06-04,Tambacounda,85
2020-06-05,Tambacounda,85
2020-06-07,Tambacounda,85
2020-06-08,Tambacounda,85
2020-06-09,Tambacounda,85
2020-06-10,Tambacounda,85
2020-06-11,Tambacounda,85
2020-06-12,Tambacounda,85
2020-06-14,Tambacounda,85
2020-06-15,Tambacounda,85
2020-06-16,Tambacounda,85
2020-06-17,Tambacounda,85
2020-06-18,Tambacounda,85
2020-06-19,Tambacounda,85
2020-06-20,Tambacounda,85
2020-06-21,Tambacounda,85
2020-06-22,Tambacounda,85
2020-06-23,Tambacounda,85
2020-06-24,Tambacounda,85
2020-06-25,Tambacounda,86
2020-06-26,Tambacounda,86
2020-06-27,Tambacounda,86
2020-06-28,Tambacounda,86
2020-06-29,Tambacounda,87
2020-06-30,Tambacounda,87
2020-07-01,Tambacounda,87
2020-07-02,Tambacounda,87
2020-07-03,Tambacounda,87
2020-07-04,Tambacounda,87
2020-07-05,Tambacounda,87
2020-07-06,Tambacounda,87
2020-07-07,Tambacounda,87
2020-07-08,Tambacounda,87
2020-07-09,Tambacounda,87
2020-07-10,Tambacounda,87
2020-07-11,Tambacounda,87
2020-07-12,Tambacounda,87
2020-07-13,Tambacounda,87
2020-07-14,Tambacounda,87
2020-07-15,Tambacounda,87
2020-07-16,Tambacounda,87
2020-07-17,Tambacounda,87
2020-07-20,Tambacounda,87
2020-07-21,Tambacounda,87
2020-07-22,Tambacounda,87
2020-07-23,Tambacounda,87
2020-07-24,Tambacounda,87
2020-07-25,Tambacounda,87
2020-07-26,Tambacounda,87
2020-07-28,Tambacounda,87
2020-07-29,Tambacounda,87
2020-07-30,Tambacounda,87
2020-08-02,Tambacounda,87
2020-08-04,Tambacounda,87
2020-08-05,Tambacounda,87
2020-08-07,Tambacounda,89
2020-08-09,Tambacounda,89
2020-08-10,Tambacounda,91
2020-08-11,Tambacounda,91
2020-08-12,Tambacounda,91
2020-08-14,Tambacounda,91
2020-08-16,Tambacounda,94
2020-08-17,Tambacounda,94
2020-08-18,Tambacounda,94
2020-08-19,Tambacounda,94
2020-08-20,Tambacounda,94
2020-08-21,Tambacounda,94
2020-08-22,Tambacounda,94
2020-08-23,Tambacounda,94
2020-08-24,Tambacounda,94
2020-08-25,Tambacounda,96
2020-08-26,Tambacounda,96
2020-08-27,Tambacounda,99
2020-08-28,Tambacounda,99
2020-08-30,Tambacounda,99
2020-08-31,Tambacounda,103
2020-09-01,Tambacounda,105
2020-09-02,Tambacounda,105
2020-09-03,Tambacounda,105
2020-09-04,Tambacounda,105
2020-09-05,Tambacounda,105
2020-09-06,Tambacounda,105
2020-09-07,Tambacounda,105
2020-09-08,Tambacounda,106
2020-09-09,Tambacounda,106
2020-09-10,Tambacounda,106
2020-09-11,Tambacounda,106
2020-09-12,Tambacounda,106
2020-09-13,Tambacounda,106
2020-09-14,Tambacounda,106
2020-09-15,Tambacounda,106
2020-09-16,Tambacounda,106
2020-09-17,Tambacounda,107
2020-09-18,Tambacounda,107
2020-09-19,Tambacounda,107
2020-09-20,Tambacounda,107
2020-09-21,Tambacounda,107
2020-09-22,Tambacounda,108
2020-09-23,Tambacounda,108
2020-09-24,Tambacounda,108
2020-09-27,Tambacounda,110
2020-09-28,Tambacounda,110
2020-09-29,Tambacounda,110
2020-09-30,Tambacounda,110
2020-10-01,Tambacounda,110
2020-10-02,Tambacounda,110
2020-10-04,Tambacounda,110
2020-10-07,Tambacounda,111
2020-10-08,Tambacounda,111
2020-10-11,Tambacounda,111
2020-10-12,Tambacounda,111
2020-10-14,Tambacounda,111
2020-10-16,Tambacounda,111
2020-10-17,Tambacounda,111
2020-10-19,Tambacounda,111
2020-10-20,Tambacounda,111
2020-03-29,Thies,24
2020-03-31,Thies,26
2020-04-01,Thies,26
2020-04-02,Thies,26
2020-04-03,Thies,26
2020-04-04,Thies,26
2020-04-05,Thies,26
2020-04-06,Thies,26
2020-04-07,Thies,26
2020-04-08,Thies,26
2020-04-09,Thies,26
2020-04-10,Thies,26
2020-04-14,Thies,26
2020-04-15,Thies,26
2020-04-16,Thies,26
2020-04-17,Thies,26
2020-04-18,Thies,26
2020-04-19,Thies,26
2020-04-20,Thies,26
2020-04-21,Thies,26
2020-04-22,Thies,26
2020-04-23,Thies,28
2020-04-24,Thies,29
2020-04-25,Thies,29
2020-04-26,Thies,40
2020-04-27,Thies,46
2020-04-28,Thies,48
2020-04-29,Thies,55
2020-04-30,Thies,57
2020-05-01,Thies,68
2020-05-02,Thies,89
2020-05-03,Thies,95
2020-05-04,Thies,100
2020-05-05,Thies,100
2020-05-06,Thies,100
2020-05-07,Thies,103
2020-05-08,Thies,104
2020-05-09,Thies,104
2020-05-10,Thies,104
2020-05-11,Thies,118
2020-05-12,Thies,123
2020-05-13,Thies,124
2020-05-14,Thies,129
2020-05-15,Thies,133
2020-05-16,Thies,135
2020-05-17,Thies,135
2020-05-18,Thies,135
2020-05-19,Thies,135
2020-05-20,Thies,136
2020-05-21,Thies,151
2020-05-22,Thies,163
2020-05-23,Thies,165
2020-05-24,Thies,165
2020-05-25,Thies,168
2020-05-26,Thies,168
2020-05-27,Thies,168
2020-05-28,Thies,168
2020-05-29,Thies,172
2020-05-30,Thies,173
2020-05-31,Thies,173
2020-06-01,Thies,187
2020-06-02,Thies,190
2020-06-03,Thies,197
2020-06-04,Thies,200
2020-06-05,Thies,210
2020-06-07,Thies,215
2020-06-08,Thies,223
2020-06-09,Thies,226
2020-06-10,Thies,227
2020-06-11,Thies,232
2020-06-12,Thies,233
2020-06-14,Thies,272
2020-06-15,Thies,280
2020-06-16,Thies,286
2020-06-17,Thies,286
2020-06-18,Thies,305
2020-06-19,Thies,328
2020-06-20,Thies,355
2020-06-21,Thies,368
2020-06-22,Thies,385
2020-06-23,Thies,396
2020-06-24,Thies,400
2020-06-25,Thies,408
2020-06-26,Thies,447
2020-06-27,Thies,459
2020-06-28,Thies,470
2020-06-29,Thies,515
2020-06-30,Thies,558
2020-07-01,Thies,584
2020-07-02,Thies,612
2020-07-03,Thies,637
2020-07-04,Thies,655
2020-07-05,Thies,669
2020-07-06,Thies,676
2020-07-07,Thies,683
2020-07-08,Thies,686
2020-07-09,Thies,721
2020-07-10,Thies,731
2020-07-11,Thies,742
2020-07-12,Thies,771
2020-07-13,Thies,775
2020-07-14,Thies,778
2020-07-15,Thies,800
2020-07-16,Thies,813
2020-07-17,Thies,826
2020-07-20,Thies,874
2020-07-21,Thies,875
2020-07-22,Thies,904
2020-07-23,Thies,916
2020-07-24,Thies,940
2020-07-25,Thies,943
2020-07-26,Thies,960
2020-07-28,Thies,970
2020-07-29,Thies,989
2020-07-30,Thies,1011
2020-08-02,Thies,1043
2020-08-04,Thies,1049
2020-08-05,Thies,1067
2020-08-07,Thies,1127
2020-08-09,Thies,1195
2020-08-10,Thies,1212
2020-08-11,Thies,1223
2020-08-12,Thies,1249
2020-08-14,Thies,1297
2020-08-16,Thies,1313
2020-08-17,Thies,1356
2020-08-18,Thies,1370
2020-08-19,Thies,1389
2020-08-20,Thies,1407
2020-08-21,Thies,1433
2020-08-22,Thies,1448
2020-08-23,Thies,1464
2020-08-24,Thies,1469
2020-08-25,Thies,1475
2020-08-26,Thies,1491
2020-08-27,Thies,1502
2020-08-28,Thies,1517
2020-08-30,Thies,1542
2020-08-31,Thies,1545
2020-09-01,Thies,1551
2020-09-02,Thies,1568
2020-09-03,Thies,1585
2020-09-04,Thies,1587
2020-09-05,Thies,1600
2020-09-06,Thies,1606
2020-09-07,Thies,1607
2020-09-08,Thies,1608
2020-09-09,Thies,1619
2020-09-10,Thies,1623
2020-09-11,Thies,1630
2020-09-12,Thies,1636
2020-09-13,Thies,1645
2020-09-14,Thies,1648
2020-09-15,Thies,1649
2020-09-16,Thies,1657
2020-09-17,Thies,1660
2020-09-18,Thies,1665
2020-09-19,Thies,1673
2020-09-20,Thies,1679
2020-09-21,Thies,1684
2020-09-22,Thies,1691
2020-09-23,Thies,1693
2020-09-24,Thies,1696
2020-09-27,Thies,1718
2020-09-28,Thies,1721
2020-09-29,Thies,1733
2020-09-30,Thies,1743
2020-10-01,Thies,1751
2020-10-02,Thies,1760
2020-10-04,Thies,1762
2020-10-07,Thies,1801
2020-10-08,Thies,1805
2020-10-11,Thies,1819
2020-10-12,Thies,1829
2020-10-14,Thies,1843
2020-10-16,Thies,1854
2020-10-17,Thies,1857
2020-10-19,Thies,1866
2020-10-20,Thies,1886
2020-03-29,Ziguinchor,3
2020-03-31,Ziguinchor,3
2020-04-01,Ziguinchor,3
2020-04-02,Ziguinchor,3
2020-04-03,Ziguinchor,3
2020-04-04,Ziguinchor,3
2020-04-05,Ziguinchor,3
2020-04-06,Ziguinchor,3
2020-04-07,Ziguinchor,3
2020-04-08,Ziguinchor,3
2020-04-09,Ziguinchor,3
2020-04-10,Ziguinchor,3
2020-04-14,Ziguinchor,3
2020-04-15,Ziguinchor,4
2020-04-16,Ziguinchor,4
2020-04-17,Ziguinchor,6
2020-04-18,Ziguinchor,6
2020-04-19,Ziguinchor,12
2020-04-20,Ziguinchor,14
2020-04-21,Ziguinchor,15
2020-04-22,Ziguinchor,15
2020-04-23,Ziguinchor,15
2020-04-24,Ziguinchor,15
2020-04-25,Ziguinchor,15
2020-04-26,Ziguinchor,15
2020-04-27,Ziguinchor,15
2020-04-28,Ziguinchor,15
2020-04-29,Ziguinchor,17
2020-04-30,Ziguinchor,17
2020-05-01,Ziguinchor,17
2020-05-02,Ziguinchor,17
2020-05-03,Ziguinchor,17
2020-05-04,Ziguinchor,17
2020-05-05,Ziguinchor,17
2020-05-06,Ziguinchor,17
2020-05-07,Ziguinchor,17
2020-05-08,Ziguinchor,17
2020-05-09,Ziguinchor,17
2020-05-10,Ziguinchor,17
2020-05-11,Ziguinchor,17
2020-05-12,Ziguinchor,17
2020-05-13,Ziguinchor,17
2020-05-14,Ziguinchor,18
2020-05-15,Ziguinchor,18
2020-05-16,Ziguinchor,18
2020-05-17,Ziguinchor,18
2020-05-18,Ziguinchor,18
2020-05-19,Ziguinchor,18
2020-05-20,Ziguinchor,18
2020-05-21,Ziguinchor,18
2020-05-22,Ziguinchor,18
2020-05-23,Ziguinchor,19
2020-05-24,Ziguinchor,20
2020-05-25,Ziguinchor,20
2020-05-26,Ziguinchor,20
2020-05-27,Ziguinchor,21
2020-05-28,Ziguinchor,35
2020-05-29,Ziguinchor,41
2020-05-30,Ziguinchor,43
2020-05-31,Ziguinchor,43
2020-06-01,Ziguinchor,43
2020-06-02,Ziguinchor,57
2020-06-03,Ziguinchor,57
2020-06-04,Ziguinchor,57
2020-06-05,Ziguinchor,60
2020-06-07,Ziguinchor,62
2020-06-08,Ziguinchor,62
2020-06-09,Ziguinchor,63
2020-06-10,Ziguinchor,66
2020-06-11,Ziguinchor,67
2020-06-12,Ziguinchor,68
2020-06-14,Ziguinchor,75
2020-06-15,Ziguinchor,75
2020-06-16,Ziguinchor,78
2020-06-17,Ziguinchor,79
2020-06-18,Ziguinchor,82
2020-06-19,Ziguinchor,93
2020-06-20,Ziguinchor,96
2020-06-21,Ziguinchor,101
2020-06-22,Ziguinchor,109
2020-06-23,Ziguinchor,109
2020-06-24,Ziguinchor,119
2020-06-25,Ziguinchor,125
2020-06-26,Ziguinchor,129
2020-06-27,Ziguinchor,129
2020-06-28,Ziguinchor,133
2020-06-29,Ziguinchor,133
2020-06-30,Ziguinchor,136
2020-07-01,Ziguinchor,143
2020-07-02,Ziguinchor,149
2020-07-03,Ziguinchor,150
2020-07-04,Ziguinchor,152
2020-07-05,Ziguinchor,152
2020-07-06,Ziguinchor,153
2020-07-07,Ziguinchor,155
2020-07-08,Ziguinchor,157
2020-07-09,Ziguinchor,159
2020-07-10,Ziguinchor,162
2020-07-11,Ziguinchor,164
2020-07-12,Ziguinchor,166
2020-07-13,Ziguinchor,167
2020-07-14,Ziguinchor,167
2020-07-15,Ziguinchor,174
2020-07-16,Ziguinchor,179
2020-07-17,Ziguinchor,183
2020-07-20,Ziguinchor,199
2020-07-21,Ziguinchor,200
2020-07-22,Ziguinchor,209
2020-07-23,Ziguinchor,213
2020-07-24,Ziguinchor,221
2020-07-25,Ziguinchor,223
2020-07-26,Ziguinchor,245
2020-07-28,Ziguinchor,250
2020-07-29,Ziguinchor,255
2020-07-30,Ziguinchor,260
2020-08-02,Ziguinchor,262
2020-08-04,Ziguinchor,265
2020-08-05,Ziguinchor,271
2020-08-07,Ziguinchor,279
2020-08-09,Ziguinchor,289
2020-08-10,Ziguinchor,313
2020-08-11,Ziguinchor,325
2020-08-12,Ziguinchor,345
2020-08-14,Ziguinchor,373
2020-08-16,Ziguinchor,377
2020-08-17,Ziguinchor,393
2020-08-18,Ziguinchor,404
2020-08-19,Ziguinchor,422
2020-08-20,Ziguinchor,428
2020-08-21,Ziguinchor,444
2020-08-22,Ziguinchor,462
2020-08-23,Ziguinchor,476
2020-08-24,Ziguinchor,478
2020-08-25,Ziguinchor,481
2020-08-26,Ziguinchor,490
2020-08-27,Ziguinchor,501
2020-08-28,Ziguinchor,509
2020-08-30,Ziguinchor,517
2020-08-31,Ziguinchor,517
2020-09-01,Ziguinchor,520
2020-09-02,Ziguinchor,527
2020-09-03,Ziguinchor,530
2020-09-04,Ziguinchor,532
2020-09-05,Ziguinchor,537
2020-09-06,Ziguinchor,537
2020-09-07,Ziguinchor,537
2020-09-08,Ziguinchor,540
2020-09-09,Ziguinchor,542
2020-09-10,Ziguinchor,542
2020-09-11,Ziguinchor,542
2020-09-12,Ziguinchor,544
2020-09-13,Ziguinchor,546
2020-09-14,Ziguinchor,546
2020-09-15,Ziguinchor,548
2020-09-16,Ziguinchor,548
2020-09-17,Ziguinchor,549
2020-09-18,Ziguinchor,550
2020-09-19,Ziguinchor,551
2020-09-20,Ziguinchor,551
2020-09-21,Ziguinchor,551
2020-09-22,Ziguinchor,553
2020-09-23,Ziguinchor,553
2020-09-24,Ziguinchor,555
2020-09-27,Ziguinchor,556
2020-09-28,Ziguinchor,556
2020-09-29,Ziguinchor,556
2020-09-30,Ziguinchor,556
2020-10-01,Ziguinchor,557
2020-10-02,Ziguinchor,557
2020-10-04,Ziguinchor,557
2020-10-07,Ziguinchor,560
2020-10-08,Ziguinchor,561
2020-10-11,Ziguinchor,562
2020-10-12,Ziguinchor,562
2020-10-14,Ziguinchor,563
2020-10-16,Ziguinchor,564
2020-10-17,Ziguinchor,565
2020-10-19,Ziguinchor,566
2020-10-20,Ziguinchor,566
